0.000000e+00,1.502436e-01,3.924790e-02,0.000000e+00,5.642394e-03,1.247985e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.018545e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.675126e-02,1.224527e-02,0.000000e+00,0.000000e+00,5.525328e-02,0.000000e+00,0.000000e+00,1.191219e-01,8.324130e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.110006e-03,0.000000e+00,0.000000e+00,1.681622e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.533431e-03
0.000000e+00,0.000000e+00,5.173587e-02,0.000000e+00,7.437701e-03,6.926616e-03,1.305309e-01,0.000000e+00,3.516118e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.324293e-02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.818105e-02,7.407631e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.237162e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.258688e-02,1.025672e-02,0.000000e+00,0.000000e+00,2.975177e-02,0.000000e+00,0.000000e+00,0.000000e+00,6.723336e-03
0.000000e+00,0.000000e+00,3.793964e-02,0.000000e+00,0.000000e+00,5.079519e-03,0.000000e+00,0.000000e+00,2.578487e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.884594e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.675126e-02,6.349398e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.774710e-03
0.000000e+00,0.000000e+00,2.918433e-02,0.000000e+00,4.195626e-03,6.837814e-03,0.000000e+00,0.000000e+00,3.966902e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.988149e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.618071e-02,1.066699e-02,0.000000e+00,0.000000e+00,4.641276e-02,0.000000e+00,0.000000e+00,2.001248e-01,2.330756e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.022684e-02,8.333585e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.084634e-01,3.641807e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.958467e-03,1.154436e-02,0.000000e+00,0.000000e+00,2.344079e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.062898e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.552127e-03,1.054977e-02,4.417969e-02,7.264166e-02,1.190071e-02,0.000000e+00,0.000000e+00,0.000000e+00,4.482224e-03
0.000000e+00,0.000000e+00,5.552142e-02,0.000000e+00,1.995481e-02,5.575081e-03,0.000000e+00,0.000000e+00,1.886697e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.842386e-03
0.000000e+00,0.000000e+00,5.507366e-02,0.000000e+00,3.694858e-02,1.228916e-02,0.000000e+00,0.000000e+00,4.990619e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,2.995234e-02,0.000000e+00,0.000000e+00,1.002537e-02,0.000000e+00,0.000000e+00,2.035647e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.066785e-03
0.000000e+00,0.000000e+00,1.422736e-02,0.000000e+00,1.227221e-02,1.000030e-02,0.000000e+00,0.000000e+00,6.768527e-02,1.985146e-01,0.000000e+00,1.667707e-01,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.487540e-02,8.658270e-03,0.000000e+00,0.000000e+00,3.516118e-02,0.000000e+00,0.000000e+00,0.000000e+00,5.297173e-03
0.000000e+00,0.000000e+00,2.371227e-02,0.000000e+00,0.000000e+00,8.730423e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.711485e-03
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.391253e-03,1.025672e-02,0.000000e+00,0.000000e+00,9.917256e-03,0.000000e+00,0.000000e+00,4.276171e-02,4.482224e-03
