1.000000e+00,1.347792e-01,9.056872e-02,6.766598e-02,1.976702e-01,7.076191e-02,2.119477e-01,8.962193e-02,1.315981e-01,4.066640e-02,2.279551e-01,8.581135e-02,9.219526e-02,2.017084e-01,9.786071e-02,2.742496e-01,7.321850e-02,1.437077e-01,1.752521e-01,1.743081e-01,6.672840e-02,1.223866e-01,2.107258e-01,7.213826e-02,6.342378e-02,1.024083e-01,2.403515e-01,6.595992e-02,4.829406e-02,1.525931e-01,8.126621e-02,1.244251e-01,1.671557e-01,7.188553e-02,1.765264e-01,2.520295e-01,6.852185e-02,2.230382e-01,1.012859e-01,8.132231e-02,2.020457e-01,1.198094e-01,1.441516e-01,2.763251e-01,2.633993e-01,2.108407e-01,1.935261e-01,1.885741e-01,2.171549e-01,2.089837e-01,2.359979e-01,1.790541e-01,4.880306e-02
1.347792e-01,1.000000e+00,2.921570e-02,1.117199e-01,5.631751e-02,1.733890e-01,8.219066e-02,1.655467e-01,4.100530e-02,1.069553e-01,7.390519e-02,1.385472e-01,1.413655e-01,9.498222e-02,3.966984e-02,9.534392e-02,1.996345e-01,3.475716e-02,1.100307e-01,6.821711e-02,1.611609e-01,1.602064e-01,9.260570e-02,1.449577e-01,1.166904e-01,2.186695e-01,1.047288e-01,1.160537e-01,1.787683e-01,1.735418e-01,1.078471e-01,7.917683e-02,4.958509e-02,1.366557e-01,4.994493e-02,1.872870e-01,1.738117e-01,8.189105e-02,7.604029e-02,1.475733e-01,7.304393e-02,2.002458e-01,1.587558e-01,1.567464e-01,8.129045e-02,6.377636e-02,1.136217e-01,1.035158e-01,1.241853e-01,9.893612e-02,9.436864e-02,3.063879e-02,1.094373e-01
9.056872e-02,2.921570e-02,1.000000e+00,2.440045e-02,1.018550e-01,2.486548e-02,6.268125e-02,2.535373e-02,6.911940e-02,2.417233e-02,1.070769e-01,3.987994e-02,3.889733e-02,8.431789e-02,5.129978e-02,1.162846e-01,3.071376e-02,7.775026e-02,4.153464e-02,9.102200e-02,3.467108e-02,5.372115e-02,7.944404e-02,2.665892e-02,2.982625e-02,3.083720e-02,1.117019e-01,3.002385e-02,1.707855e-02,2.013042e-02,2.583532e-02,5.702845e-02,7.388672e-02,3.121965e-02,8.820325e-02,8.465130e-02,3.050598e-02,7.471218e-02,4.738900e-02,3.721090e-02,9.039486e-02,5.515888e-02,6.258390e-02,1.205783e-01,1.059494e-01,1.024447e-01,8.447691e-02,7.087132e-02,8.862088e-02,9.360190e-02,1.088653e-01,9.348694e-02,2.478867e-02
6.766598e-02,1.117199e-01,2.440045e-02,1.000000e+00,2.858762e-02,9.740919e-02,4.136195e-02,9.869273e-02,3.172259e-02,6.316986e-02,5.847735e-02,6.853989e-02,6.929159e-02,3.328260e-02,2.436016e-02,7.603887e-02,1.015504e-01,2.399680e-02,4.088522e-02,4.326335e-02,8.986610e-02,7.988710e-02,6.469169e-02,8.696160e-02,6.572873e-02,1.069312e-01,4.656687e-02,5.552051e-02,9.105724e-02,9.106865e-02,6.122420e-02,4.730816e-02,3.070327e-02,6.444206e-02,2.428773e-02,7.889343e-02,9.374970e-02,3.553295e-02,3.908473e-02,7.043903e-02,3.424384e-02,9.190218e-02,7.189561e-02,1.109047e-01,5.375605e-02,3.757794e-02,6.504709e-02,5.252534e-02,7.706425e-02,4.480972e-02,5.690305e-02,2.175409e-02,5.491894e-02
1.976702e-01,5.631751e-02,1.018550e-01,2.858762e-02,1.000000e+00,5.390912e-02,1.538417e-01,4.753689e-02,1.413673e-01,3.684464e-02,2.458369e-01,7.092421e-02,5.957317e-02,1.966971e-01,1.133902e-01,2.457109e-01,5.365158e-02,1.766965e-01,8.538313e-02,1.826279e-01,5.105671e-02,8.611262e-02,1.608519e-01,4.122342e-02,5.691489e-02,4.813286e-02,2.271470e-01,3.790112e-02,3.435621e-02,2.961376e-02,4.792483e-02,1.107969e-01,1.586421e-01,3.803475e-02,2.150922e-01,1.894168e-01,6.036113e-02,1.863358e-01,9.959507e-02,5.145854e-02,2.133256e-01,8.921497e-02,1.073390e-01,2.451894e-01,2.313495e-01,2.355680e-01,1.993214e-01,1.469615e-01,1.930744e-01,2.272612e-01,2.466294e-01,2.192420e-01,3.319856e-02
7.076191e-02,1.733890e-01,2.486548e-02,9.740919e-02,5.390912e-02,1.000000e+00,6.421625e-02,1.440326e-01,4.259525e-02,9.972252e-02,6.571064e-02,1.212259e-01,9.489753e-02,6.745134e-02,3.921383e-02,6.664474e-02,1.705798e-01,5.367791e-02,4.962385e-02,6.704282e-02,1.332296e-01,1.037940e-01,6.705428e-02,1.157087e-01,1.055377e-01,1.706709e-01,7.370323e-02,6.863816e-02,1.686222e-01,1.337332e-01,1.258586e-01,5.435145e-02,3.192155e-02,9.354892e-02,4.443397e-02,1.157457e-01,1.460739e-01,5.366178e-02,5.074620e-02,1.101223e-01,4.709732e-02,1.327868e-01,1.119543e-01,1.165992e-01,4.548476e-02,4.175721e-02,1.019533e-01,5.660861e-02,9.264665e-02,7.704861e-02,7.264670e-02,2.787607e-02,8.818801e-02
2.119477e-01,8.219066e-02,6.268125e-02,4.136195e-02,1.538417e-01,6.421625e-02,1.000000e+00,6.218774e-02,9.252120e-02,2.700641e-02,1.622628e-01,5.501856e-02,4.893652e-02,1.579231e-01,7.362579e-02,2.066371e-01,3.821237e-02,1.217728e-01,1.225278e-01,1.426077e-01,5.055716e-02,8.229384e-02,1.305056e-01,5.033139e-02,4.309868e-02,5.603653e-02,1.803787e-01,3.411964e-02,4.322119e-02,1.516593e-01,6.710104e-02,8.991472e-02,1.298551e-01,3.837114e-02,1.369393e-01,1.988212e-01,4.143400e-02,1.884985e-01,7.368544e-02,5.391817e-02,1.352982e-01,6.469020e-02,7.998853e-02,1.698814e-01,1.567958e-01,1.537670e-01,1.374391e-01,1.500547e-01,1.527903e-01,1.404422e-01,1.704896e-01,1.411656e-01,2.359376e-02
8.962193e-02,1.655467e-01,2.535373e-02,9.869273e-02,4.753689e-02,1.440326e-01,6.218774e-02,1.000000e+00,3.913707e-02,8.343312e-02,7.331473e-02,9.651306e-02,1.010362e-01,6.149903e-02,3.209925e-02,8.218544e-02,1.510763e-01,2.614774e-02,5.934715e-02,5.244518e-02,1.139196e-01,9.891537e-02,5.849306e-02,1.121884e-01,8.406393e-02,1.390052e-01,8.020839e-02,6.764125e-02,1.285269e-01,1.303824e-01,8.767216e-02,5.861690e-02,3.666071e-02,9.561198e-02,2.892240e-02,1.143051e-01,1.206552e-01,4.963478e-02,4.946408e-02,1.030521e-01,5.736934e-02,1.239600e-01,1.035105e-01,1.096177e-01,6.506798e-02,4.221968e-02,7.869732e-02,6.010446e-02,9.788224e-02,6.035245e-02,7.123127e-02,1.781857e-02,7.711837e-02
1.315981e-01,4.100530e-02,6.911940e-02,3.172259e-02,1.413673e-01,4.259525e-02,9.252120e-02,3.913707e-02,1.000000e+00,2.838805e-02,1.547471e-01,6.404796e-02,4.237012e-02,1.070374e-01,7.287473e-02,1.525835e-01,3.559160e-02,1.021721e-01,6.241919e-02,1.211109e-01,4.278148e-02,7.144216e-02,1.206108e-01,3.613591e-02,4.998339e-02,4.217617e-02,1.624438e-01,3.628361e-02,2.203279e-02,2.233719e-02,3.217145e-02,7.730117e-02,9.945537e-02,4.056010e-02,1.229680e-01,1.213190e-01,4.507297e-02,1.134411e-01,5.882728e-02,3.839356e-02,1.293606e-01,6.120916e-02,7.259340e-02,1.828589e-01,1.443015e-01,1.312827e-01,1.372648e-01,9.983468e-02,1.366540e-01,1.383200e-01,1.473881e-01,1.222518e-01,2.906093e-02
4.066640e-02,1.069553e-01,2.417233e-02,6.316986e-02,3.684464e-02,9.972252e-02,2.700641e-02,8.343312e-02,2.838805e-02,1.000000e+00,5.122242e-02,8.112583e-02,7.399366e-02,5.189399e-02,2.944388e-02,4.751247e-02,1.141436e-01,4.876448e-02,3.004891e-02,4.569700e-02,8.978319e-02,6.127116e-02,3.203316e-02,7.380099e-02,8.312856e-02,9.302250e-02,6.079221e-02,5.558224e-02,8.772717e-02,6.267876e-02,6.250280e-02,4.678000e-02,3.045964e-02,7.208494e-02,3.831591e-02,8.780596e-02,8.413517e-02,3.722439e-02,5.588096e-02,8.541010e-02,3.723765e-02,1.002575e-01,8.852938e-02,8.702321e-02,3.807646e-02,3.589344e-02,5.897491e-02,3.948750e-02,9.385995e-02,4.657042e-02,6.040565e-02,2.831401e-02,6.624789e-02
